layoutstring,total penalty per letter,key position cost,finger repeats,disbalance of fingers,top to bottom or vice versa,handswitching in trigram,(rows²/dist)²,shortcut keys,handswitching after unbalancing,movement pattern,hand disbalance, manual penalty, neighboring unbalance, asymmetric bigrams, asymmetric similar keys, irregularity, regularity segments mean,regularity segments std,regularity words mean,regularity words std
"aienp_gtrsh⇘-juoyq_kflmvzß-äüöcx_wd,.b",9.142785047023375,47.63380070157425,52.6979859,23.466926101986573,8.112690424649765,13.872289121658582,104.06917505544699,1.463892377922877,15.854795353629719,26.153161885353743,0.4424902039679431,16.46097983617578,11.630275053761679,0.8614978562316887,10.357069031510475,1.5243046792492907,1061.2631358241779,355.233614846937,752.4979626571467,1059.278619378509
"umenp_ftsih⇘-jgoxö_qwrazäß-kcüly_bd,.v",9.849902281727978,62.33930368997661,55.84466666,20.897290468325238,8.450484189894818,22.422101031230405,100.15969227661154,0.7319461889614385,12.27581529264219,35.764765428744255,0.5140251056589749,16.34790532992683,11.965961282091252,0.8954875508127709,9.674541498125835,2.1959358446664248,1208.8560861413969,367.2164106548085,785.2021360894738,784.937159245859
"uraeq_wnsth⇘-öliüä_vbmdgzß-cjxoy_fp,.k",9.038391616675666,47.37881309558835,55.39183556,24.614790076251474,8.097549356157003,12.643130865987352,103.23803581266901,0.7319461889614385,12.920660954625857,31.326949744657266,0.5956130190273599,18.406931397678164,8.515497116986637,0.8600810356777904,4.837270749062918,1.221709935007837,984.5784608202715,265.0245683628781,722.3691940965351,763.9380170322491
"hsieo_mdrnt⇘-ökuüä_zglfwjß-vyxaq_pc,.b",9.352007553279648,55.26336247647073,52.8237093,26.482419269027904,8.486651485858681,9.505724052245244,108.15974419019986,0.7319461889614385,12.228962058729895,25.169662874989996,0.22845535893526725,18.07609697726033,9.909673498876066,0.8851056905190068,12.596864823640717,1.7099361423662554,1079.9671764271095,292.53376511351854,762.2616518706905,1240.9445083048809
"hlerz_fnits⇘-ökocj_qwadävß-uxügy_pm,.b",9.838918459955467,62.05265424313494,54.88693126,26.945717001490323,7.516202536311903,24.249095612901588,96.94294677430221,0.7319461889614385,10.3650145690586,34.372783041508214,0.6115566380631461,20.47512464020993,9.836540442013668,0.881991850849766,8.108403688962824,2.1010350255688968,1125.7384190053099,310.81352990452336,816.2822823875925,1415.1375461497735
"aelnm_gtish⇘-üorzj_vpufkqß-äöycx_wd,.b",9.407843625125007,43.65468429252994,52.28416728,24.585537861783102,8.93501470485594,21.307930454396327,102.80181941056543,1.0979192834421578,12.828178271233888,35.7343384842856,0.8638140084609771,15.74161705947905,12.246577886089788,0.8805749623138743,10.045040942254214,1.2945494860802955,981.5736997952802,297.1396313501426,765.225484523934,1083.5089811272942
"aeunm_ghtrs⇘-joiyv_wbdlxzß-äöücq_fp,.k",9.323918314161356,44.50912380520944,53.23369318,24.73196235774785,7.759179568188847,16.399871178400787,107.46022080563297,1.463892377922877,16.11359796051752,30.676005888825326,0.8663466831212713,18.921979067351163,13.729551011444217,0.8640535306931444,2.967786406366086,1.5330599904868174,1131.0125189520327,345.86148705818727,769.0426239849618,1053.9881038914318
"aehtd_mrisn⇘-äükgö_qzufwjß-oypbx_cl,.v",9.80778005268965,44.796781986319694,54.64853396,31.316586343829538,9.028146455799567,16.857146317467567,109.89998404689622,1.463892377922877,13.23056668552353,27.937827842249025,0.15637221864566708,21.029476884996562,13.616686143560473,0.8798326292918299,12.551401742789508,1.5251259516181348,1105.5284054335418,285.2289248481683,760.1727750859171,771.7336485798463
"rintb_uhesd⇘-äacgö_qwofvjß-xüpmy_kl,.z",10.348377566887107,63.97200151584466,53.23266758,22.90592215712648,9.970458961858006,18.051723869926224,112.73078078189248,0.7319461889614385,12.842225264194933,35.74815680811451,0.08527664627860362,16.23083264585791,11.89179974854997,0.871009451922642,17.419043877318224,2.038930603006972,1136.072144502301,278.89244964778646,775.160047310594,810.3303487401339
"mdteu_cnars⇘-ßhvüö_qwilfzj-gkyoä_pb,.x",9.807297226478289,57.59179505898758,54.89316876,25.010956424930587,7.33765228554682,18.26155691233218,104.50858096337227,1.0979192834421578,11.617460694908845,26.868727419948073,0.6940377297911376,19.609364798698948,15.04457142294134,0.8752965226199182,13.716856717053323,1.792746452070266,1097.6155879480839,326.2306079821569,778.0806855543678,1029.9040178939076
