layoutstring,total penalty per letter,key position cost,finger repeats,disbalance of fingers,top to bottom or vice versa,handswitching in trigram,(rows²/dist)²,shortcut keys,handswitching after unbalancing,movement pattern,hand disbalance, manual penalty, neighboring unbalance, asymmetric bigrams, asymmetric similar keys, irregularity, regularity segments mean,regularity segments std,regularity words mean,regularity words std
"iaehz_cnsrt⇘-öüäkß_fpmlxjq-uoygv_wb,.d",9.552757735727168,39.40546989312954,60.81980208,31.98988628420554,8.124234802506875,10.224389451260114,105.33197555511765,1.463892377922877,13.800537914437347,28.98232818507481,0.4680930267679765,20.629994374918702,14.974888321657637,0.8797134239719226,11.106561480794701,1.4034637651043138,999.321723638871,287.20548834239077,765.7390774781734,965.2471487786281
"airhg_mtens⇘-ßulpk_qfoczxj-yüäbv_wd,.ö",10.281460913180931,52.4470177389393,52.5355224,23.365194006211564,8.455949628442239,20.947743731205257,107.88589803407966,1.463892377922877,14.411114478122405,39.88420789981179,1.9599485909350138,19.220746340079614,15.812136607382804,0.8656986802241434,15.668585665730122,1.350150438851978,1180.1420529389327,303.0659154562372,828.875708102181,1194.6908656824573
"rlshw_öeutc⇘-jnmgv_äüidbqß-zxfky_oa,.p",10.008105565735107,57.20167972319241,57.67948806,25.680157793117267,8.161555294712567,13.223759012567067,111.37954158912159,0.7319461889614385,15.440292113848985,23.30813930654063,1.7050698185985873,17.137463783577676,9.86179852746605,0.8934210312717668,22.323467536975695,1.541956598226802,1024.5114989444746,301.79275837723816,736.9484677614108,849.4719805232864
"rsinb_fteah⇘-jmupü_qkäozöß-lxycv_wd,.g",10.206371706733215,42.44974459129433,55.7853686,28.19903512247739,9.434497823439921,16.229974198321234,110.92703122269353,1.0979192834421578,11.877529067549727,29.049930215505256,0.43863189558219073,21.71124356638949,10.725630113284382,0.8773335138997481,33.430029017770394,1.2918454617117971,1120.7250590359035,327.80410940065127,821.7950394772736,832.7996942019586
"thesk_mnoir⇘-jdäüy_vwauzxß-bpögq_fc,.l",10.894271456073875,43.827988379916306,56.07422136,29.453479215895154,10.190483387966193,20.444564235524517,116.22392375846191,1.463892377922877,14.39173400846219,38.03402200333214,1.0401872082190358,23.42739974566634,13.797823030948804,0.8954263127881598,27.821575989679896,1.614302674449242,1226.936064261123,325.07462748611584,915.8923270561883,1474.6425977309887
"nsmtk_creua⇘-ßfhpv_jzüiäöq-ybgdw_xl,.o",10.415817756405504,52.579143825823515,59.97858954,28.22700881217722,10.685914309293008,12.254620902303378,128.57389926260046,1.463892377922877,13.370560901609018,25.586583103929954,1.235009535031454,21.29185426783155,11.134020540202503,0.8771531835648223,12.263334899336071,1.6693201242686657,1088.1202523948148,313.24933235724313,813.7399147414179,977.8972312881589
"rsntm_ueawh⇘-jzcgv_qoidbxß-lyfpü_öä,.k",10.341080045488582,67.39073200234343,57.06206448,29.575002987929263,8.355220919622752,13.355270955141012,111.63879418976583,0.7319461889614385,15.03711888717885,20.008098808392745,0.6990484091541114,20.76667328258076,11.222285274573794,0.8773606840245926,20.120265275279248,1.6158241070794992,1018.1121438006289,278.4168399251836,793.2794639895503,1016.818721989592
"oetgm_wnars⇘-ßükhö_qpilfjä-uyvdx_bc,.z",10.25539676571117,47.003329543607535,55.80485178,25.69724167788803,9.24563901630927,17.95635398845141,108.37709027591255,1.0979192834421578,13.101771666402094,35.052283572030696,0.7286728132801088,21.063501800438967,13.953117202098724,0.8694010529160235,23.369896380130772,1.9988588945793235,1151.9703222716778,314.7093928483495,823.1989373379482,1002.4312429158225
"hnrsg_mteai⇘-jblvö_wduoqxß-kpzüä_fc,.y",10.156448917119429,57.30535162284339,54.36047658,23.75464353968924,10.310403591659528,19.859550171940956,106.50775064769485,0.7319461889614385,14.058406595387654,21.908507253949047,2.3075275189949926,16.49389658399864,19.044639892698306,0.8695668467741123,22.323467536975695,1.862569341787013,1228.866429200169,320.32305049273697,863.2947987813085,1156.5795571814688
"aernc_mstuh⇘-öälbj_wgdiüßq-oyxpz_fk,.v",9.79697532998584,38.93867734620911,56.04095936,26.1078799479381,9.110466347260898,23.403379220053555,102.36669562785372,1.0979192834421578,13.606793283277927,37.11457394356195,0.8654386088348947,17.03270611237537,11.509810878030105,0.8974503041036288,18.918216770581648,1.531970773095275,1134.3244337748836,312.15803752195933,794.5820224119215,764.2547856796824
